ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
OLDER ADULT CENTER CONTRACTS,C0805,BERGEN BASIN MILL BASIN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,2075 East 68th Street,BROOKLYN,NY,11234,BROOKLYN,718-444-3850,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.618864,-73.910226,318,46,69602,3237201,3084090001,Georgetown-Marine Park-Bergen Beach-Mill Basin,POINT (-73.910226 40.618864)
ELDER ABUSE SERVICES CONTRACTS,1E601,CBN - ELDER JUSTICE - MN (1E6),CARTER BURDEN NETWORK INC.,312 East 109th Street,NEW YORK,NY,10029,MANHATTAN,212-879-7400,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.792306,-73.940480,111,08,170,1074278,1016800045,East Harlem South,POINT (-73.94048 40.792306)
OLDER ADULT CENTER CONTRACTS,C8901,WASHINGTON HEIGHTS NEIGHBORHOOD SENIOR CENTER (STAR OAC) (C89),WASHINGTON HEIGHTS COMMUNITY SERVICE INC,650 West 187th Street,NEW YORK,NY,10033,MANHATTAN,212-781-8331,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853679,-73.932494,112,10,271,1075520,1021670056,Washington Heights North,POINT (-73.932494 40.853679)
OLDER ADULT CENTER CONTRACTS,C3201,BENSONHURST SENIOR CENTER (C32),EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST,7802 Bay Parkway,BROOKLYN,NY,11214,BROOKLYN,718-331-6800,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.606369,-73.989235,311,43,270,3162352,3062640030,Bensonhurst West,POINT (-73.989235 40.606369)
OLDER ADULT CENTER CONTRACTS,W2006,RIDGEWOOD BUSHWICK (W20),RISEBORO COMMUNITY PARTNERSHIP INC,319 Stanhope Street,BROOKLYN,NY,11237,BROOKLYN,718-366-3038,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.702850,-73.918336,304,37,443,3074237,3032590023,Bushwick North,POINT (-73.918336 40.70285)
OLDER ADULT CENTER CONTRACTS,C3601,GODDARD RIVERSIDE LSNC OAC @ WEST 65TH ST (C36),GODDARD-RIVERSIDE COMMUNITY CENTER,250 West 65th Street,NEW YORK,NY,10023,MANHATTAN,212-874-0860,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.775010,-73.986890,107,06,151,1030340,1011560020,Lincoln Square,POINT (-73.98689 40.77501)
OLDER ADULT CENTER CONTRACTS,C1719,CCNS ST. CHARLES JUBILEE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,55 Pierrepont Street,BROOKLYN,NY,11201,BROOKLYN,718-855-0326,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.695783,-73.995117,302,33,501,3001825,3002367502,Brooklyn Heights-Cobble Hill,POINT (-73.995117 40.695783)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6805,JASA TRUMPS UNITED NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,458 NEPTUNE AVENUE,BROOKLYN,NY,11224,BROOKLYN,718-372-8815,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.579782,-73.970866,313,48,35602,3196580,3072740001,West Brighton,POINT (-73.970866 40.579782)
OLDER ADULT CENTER CONTRACTS,C7401,PROSPECT HILL NSC (C74),ST JOHN ST MATTHEW EMANUEL LUTHERAN CHURCH,283 Prospect Avenue,BROOKLYN,NY,11215,BROOKLYN,718-499-9574,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.663323,-73.989165,307,39,141,3337801,3010530073,Park Slope-Gowanus,POINT (-73.989165 40.663323)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6201,SELFHELP BOULEVARD GARDENS NORC (N62),SELFHELP COMMUNITY SERVICES INC,51-42 30th AVENUE,FLUSHING,NY,11377,QUEENS,646-648-3202,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.759516,-73.904993,401,22,295,4431254,4011110001,Woodside,POINT (-73.904993 40.759516)
OLDER ADULT CENTER CONTRACTS,C5603,QCH POMONOK OAC (C56),QUEENS COMMUNITY HOUSE INC.,67-09 Kissena Blvd,FLUSHING,NY,11367,QUEENS,718-591-3377,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.735033,-73.814726,408,24,122702,4455430,4067920030,Pomonok-Flushing Heights-Hillcrest,POINT (-73.814726 40.735033)
TRANSPORTATION SERVICES CONTRACTS,24602,JCCGCI - TRAN GROUP RIDES - BK (246),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST 37 STREET,BROOKLYN,NY,11224,BROOKLYN,718-449-5000,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.573177,-74.002509,313,47,340,3189617,3070650001,Seagate-Coney Island,POINT (-74.002509 40.573177)
OLDER ADULT CENTER CONTRACTS,C1605,CBN ROOSEVELT ISLAND SENIOR CENTER (C16),CARTER BURDEN NETWORK INC.,546 Main Street,NEW YORK,NY,10044,MANHATTAN,212-980-1888,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.761781,-73.949762,108,05,23801,1083202,1013730030,Lenox Hill-Roosevelt Island,POINT (-73.949762 40.761781)
OLDER ADULT CENTER CONTRACTS,C0202,ALLEN INTERNATIONAL TOWERS AFFILIATE (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,90-20 170th Street,JAMAICA,NY,11432,QUEENS,718-657-5075,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.708578,-73.790579,412,27,460,4209721,4098020041,Jamaica,POINT (-73.790579 40.708578)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,3G101,SPOP - GMH - MN 9-12 (3G1),SERVICE PROGRAM FOR OLDER PEOPLE INC,302 WEST   91 STREET,NEW YORK,NY,10024,MANHATTAN,212-787-7120,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.792171,-73.975796,107,06,179,1034085,1012510022,Upper West Side,POINT (-73.975796 40.792171)
HOME DELIVERED MEAL SERVICE CONTRACTS,46S01,FLORENCE E. SMITH SENIOR SERVICES (46S),FLORENCE E. SMITH SENIOR SERVICE,102-19 34TH AVENUE,FLUSHING,NY,11368,QUEENS,718-899-0553,Y,,,,,,,,,,,,,,,40.755742,-73.865988,403,21,379,4042602,4017170033,North Corona,POINT (-73.865988 40.755742)
OLDER ADULT CENTER CONTRACTS,C8307,JASA SENIOR ALLIANCE OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 Corbin Place,BROOKLYN,NY,11235,BROOKLYN,718-646-4100,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.578026,-73.954127,315,48,61004,3245719,3087190073,Brighton Beach,POINT (-73.954127 40.578026)
CASE MANAGEMENT SERVICES CONTRACTS,2MK01,JASA - CMA - BK15 (2MK),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 Corbin Place,BROOKLYN,NY,11235,BROOKLYN,718-934-4295,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.578026,-73.954127,315,48,61004,3245719,3087190073,Brighton Beach,POINT (-73.954127 40.578026)
OLDER ADULT CENTER CONTRACTS,W1605,JAMES MONROE (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1780 Story Avenue,BRONX,NY,10473,BRONX,718-893-3484,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.823265,-73.865779,209,18,42,2092748,2036370001,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.865779 40.823265)
OLDER ADULT CENTER CONTRACTS,C0502,ARC XVI CENTRAL HARLEM CENTER (C05),ARC XVI FORT WASHINGTON INC,120 West 140th Street,NEW YORK,NY,10030,MANHATTAN,347-919-5072,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.817579,-73.939272,110,09,230,1060054,1020080013,Central Harlem North-Polo Grounds,POINT (-73.939272 40.817579)
OLDER ADULT CENTER CONTRACTS,C8002,SUNSET PARK OAC (C80),SUNSET PARK HEALTH COUNCIL INC d/b/a FAMILY HEALTH CENTERS A,4520 4th Avenue,BROOKLYN,NY,11220,BROOKLYN,718-210-1050,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.649111,-74.009845,307,38,80,3324373,3007460039,Sunset Park West,POINT (-74.009845 40.649111)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7401,AMALGAMATED PK RESEVOIR NORC (N74),YM YWHA OF THE BRONX dba RIVERDALE YM YWHA,98 VAN CORTLANDT PARK SOUTH,BRONX,NY,10463,BRONX,718-548-4990,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.905009,-73.907133,208,11,323,2086312,2059520374,North Riverdale-Fieldston-Riverdale,POINT (-73.907133 40.905009)
OLDER ADULT CENTER CONTRACTS,C7704,NEW DORP BEACH OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,128 Cedar Grove Avenue,STATEN ISLAND,NY,10306,STATEN ISLAND,TBD,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.561467,-74.100329,595,50,12804,5113475,5041050050,New Dorp-Midland Beach,POINT (-74.100329 40.561467)
OLDER ADULT CENTER CONTRACTS,C7801,STEIN OLDER ADULT CENTER (C78),STEIN SENIOR CENTER INC,204 East 23rd Street,NEW YORK,NY,10010,MANHATTAN,646-395-8083,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.738655,-73.982755,106,02,64,1019664,1009030056,Gramercy,POINT (-73.982755 40.738655)
OLDER ADULT CENTER CONTRACTS,C2401,HAMILTON GRANGE NSC (C24),CONVENT AVENUE BAPTIST CHURCH,420 West 145th Street,NEW YORK,NY,10032,MANHATTAN,212-862-4181,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.824436,-73.945733,109,07,227,1060948,1020500042,Hamilton Heights,POINT (-73.945733 40.824436)
OLDER ADULT CENTER CONTRACTS,C4801,KIPS BAY CASTLE HILL OAC (C48),KIPS BAY BOYS AND GIRLS CLUB,625 Castle Hill Avenue,BRONX,NY,10473,BRONX,718-319-9156,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.819754,-73.848209,209,18,86,2092673,2035700001,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.848209 40.819754)
HOME DELIVERED MEAL SERVICE CONTRACTS,27F01,BAY RIDGE - HDM - BK10 11 (27F),BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,411 OVINGTON AVENUE,BROOKLYN,NY,11209,BROOKLYN,718-748-0650,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.633477,-74.023321,310,43,130,3145772,3058730089,Bay Ridge,POINT (-74.023321 40.633477)
HOME DELIVERED MEAL SERVICE CONTRACTS,24E02,JASA BROOKLYN HOME DELIVERED MEALS - BROOKLYN 7 (24E),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1201 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,BROOKLYN,718-727-443,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.651173,-73.885082,305,42,105801,3336175,3044350001,Starrett City,POINT (-73.885082 40.651173)
OLDER ADULT CENTER CONTRACTS,C1718,CCNS GLENWOOD OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5701 Avenue H,BROOKLYN,NY,11234,BROOKLYN,718-241-7711,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.633288,-73.921555,318,45,94402,3331006,3079780001,Flatlands,POINT (-73.921555 40.633288)
OLDER ADULT CENTER CONTRACTS,W1602,BRONX RIVER (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1619 East 174 Street,BRONX,NY,10472,BRONX,718-617-6334,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.833950,-73.876147,209,18,62,2092909,2038860002,West Farms-Bronx River,POINT (-73.876147 40.83395)
OLDER ADULT CENTER CONTRACTS,C1106,BRONXWORKS MORRIS (ISC) (C11),BRONXWORKS INC,80 East 181st Street,BRONX,NY,10453,BRONX,718-933-5300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.855076,-73.904199,205,14,241,2013953,2031780032,Mount Hope,POINT (-73.904199 40.855076)
OLDER ADULT CENTER CONTRACTS,C5102,NYFSC LAGUARDIA OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,280 Cherry Street,NEW YORK,NY,10002,MANHATTAN,212-732-3656,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.711376,-73.988461,103,01,6,1003211,1002560014,Lower East Side,POINT (-73.988461 40.711376)
OLDER ADULT CENTER CONTRACTS,C7202,WYCKOFF GARDENS NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,280 Wyckoff Street,BROOKLYN,NY,11217,BROOKLYN,718-237-1802,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.683365,-73.983941,306,33,127,3336056,3003940001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.983941 40.683365)
CASE MANAGEMENT SERVICES CONTRACTS,3MB01,ISABELLA - CMA - MN 9 10 12 (3MB),ISABELLA GERIATRIC CENTER INC,515 AUDUBON AVENUE,NEW YORK,NY,10040,MANHATTAN,212-342-9735,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.854783,-73.927909,112,10,277,1063861,1021600001,Washington Heights North,POINT (-73.927909 40.854783)
OLDER ADULT CENTER CONTRACTS,C5809,RAIN NEREID OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,720 Nereid Avenue,BRONX,NY,10466,BRONX,718-994-0132,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.898158,-73.853568,212,11,434,2069882,2050460033,Woodlawn-Wakefield,POINT (-73.853568 40.898158)
TRANSPORTATION SERVICES CONTRACTS,36702,NY FOUNDATION - TRAN GROUP RIDES - MN SOUTH (367),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,404 WEST   54 STREET,NEW YORK,NY,10019,MANHATTAN,212-962-7653,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.766197,-73.987636,104,03,133,1026769,1010630035,Clinton,POINT (-73.987636 40.766197)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6501,STANLEY M. ISAACS NEIGHBORHOOD CENTER INC. (N65),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 EAST   93 STREET,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.780904,-73.945112,108,08,152,1082367,1015730001,Yorkville,POINT (-73.945112 40.780904)
OLDER ADULT CENTER CONTRACTS,C5401,PETER CARDELLA OLDER ADULT CENTER (C54),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 Fresh Pond Road,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,08:00,03:30,00:00,00:00,00:00,00:00,40.703894,-73.895681,405,30,583,4085200,4035350024,Ridgewood,POINT (-73.895681 40.703894)
OLDER ADULT CENTER CONTRACTS,C7210,RAICES ASTORIA SOCIAL CLUB (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,4-05 Astoria Blvd,LONG ISLAND CITY,NY,11102,QUEENS,718-762-9642,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.772947,-73.933467,401,22,87,4430787,4004900101,Old Astoria,POINT (-73.933467 40.772947)
CASE MANAGEMENT SERVICES CONTRACTS,4MG01,SNAP CMA QN 8 11 13 (4MG),SERVICES NOW FOR ADULT PERSONS INC,80-45 Winchester Blvd.,JAMAICA,NY,11427,QUEENS,718-454-2385,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.737685,-73.734021,413,23,1567,4537294,4078800400,Bellerose,POINT (-73.734021 40.737685)
OLDER ADULT CENTER CONTRACTS,C4001,PARK SLOPE CTR FOR SUCCESSFUL AGING (C40),HEIGHTS AND HILLS INC.,463A  7th Street,BROOKLYN,NY,11215,BROOKLYN,718-832-3726,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.668419,-73.981201,306,39,153,3021748,3009950051,Park Slope-Gowanus,POINT (-73.981201 40.668419)
OLDER ADULT CENTER CONTRACTS,W1606,ARTURO SCHOMBURG (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1315 Franklin Avenue,BRONX,NY,10456,BRONX,718-842-6880,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.832062,-73.901641,203,16,149,2009713,2029310086,Morrisania-Melrose,POINT (-73.901641 40.832062)
CAREGIVER SERVICES CONTRACTS,6K501,VISIONS CAREGIVER CITYWIDE (6K5),VISIONS/SERVICES FOR THE BLIND AND VISUALLY IMPAIRED,500 Greenwich Street,NEW YORK,NY,10013,MANHATTAN,212-625-1616,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.725564,-74.009178,102,01,37,1076084,1005957501,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.009178 40.725564)
HOME DELIVERED MEAL SERVICE CONTRACTS,46P01,PETER CARDELLA SENIOR CENTER (46P),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 fresh pond road,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,,,,,,,,,,,,,,,40.703874,-73.895674,405,30,583,4085200,4035350024,Ridgewood,POINT (-73.895674 40.703874)
OLDER ADULT CENTER CONTRACTS,W2002,BREVOORT SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,280 Ralph Avenue,BROOKLYN,NY,11233,BROOKLYN,347-318-3383,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.679794,-73.922153,303,41,381,3325173,3016880001,Crown Heights North,POINT (-73.922153 40.679794)
OLDER ADULT CENTER CONTRACTS,W2008,SARATOGA SQ SENIOR (W20),RISEBORO COMMUNITY PARTNERSHIP INC,930 Halsey Street,BROOKLYN,NY,11233,BROOKLYN,347-425-0676,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.685579,-73.916976,316,41,373,3339097,3014950013,Ocean Hill,POINT (-73.916976 40.685579)
OLDER ADULT CENTER CONTRACTS,C8402,LEON OAC (C84),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,735 East 152nd Street,BRONX,NY,10455,BRONX,718-708-6897,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.815994,-73.907843,201,17,79,2091979,2026540002,Melrose South-Mott Haven North,POINT (-73.907843 40.815994)
OLDER ADULT CENTER CONTRACTS,C9403,YOUNG ISRAEL PROGRAMS QUEENS VALLEY II (C94),YOUNG ISRAEL PROGRAMS INC,141-55 77th Avenue,FLUSHING,NY,11367,QUEENS,718-263-6995,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.721128,-73.819822,408,24,77903,4143547,4066280084,Kew Gardens Hills,POINT (-73.819822 40.721128)
OLDER ADULT CENTER CONTRACTS,C0205,ALLEN AME ROCKAWAY BLVD SENIOR CENTER (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,123-10 143rd Street,JAMAICA,NY,11436,QUEENS,718-657-6752,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.674522,-73.795725,412,28,182,4261337,4120390044,Baisley Park,POINT (-73.795725 40.674522)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,6G801,GREENWICH HOUSE GMH MN 1-8 (6G8),GREENWICH HOUSE INC.,122 WEST   27 STREET,NEW YORK,NY,10001,MANHATTAN,212-991-0003,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.745782,-73.991847,105,03,95,1015051,1008020056,Midtown-Midtown South,POINT (-73.991847 40.745782)
OLDER ADULT CENTER CONTRACTS,C3303,FIND AID HAMILTON OAC (C33),FIND AID FOR THE AGED,141 W 73rd Street,NEW YORK,NY,10023,MANHATTAN,212-787-7710,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,09:00,05:00,40.778624,-73.979527,107,06,157,1030011,1011450012,Lincoln Square,POINT (-73.979527 40.778624)
TRANSPORTATION SERVICES CONTRACTS,19602,RAIN EASTCHESTER - TRAN GROUP RIDES - BX NORTH (196),REGIONAL AID FOR INTERIM NEEDS INC,1246 Burke Avenue,BRONX,NY,10469,BRONX,718-882-8513,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.871144,-73.851046,211,12,348,2093501,2045810001,Allerton-Pelham Gardens,POINT (-73.851046 40.871144)
OLDER ADULT CENTER CONTRACTS,C2103,CPC NY CHINATOWN NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,55 Chrystie Street,NEW YORK,NY,10002,MANHATTAN,212-233-8930,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.716358,-73.994726,103,01,16,1003915,1003030027,Chinatown,POINT (-73.994726 40.716358)
TRANSPORTATION SERVICES CONTRACTS,30901,ARC XVI - TRAN INDIVIDUAL RIDES - MN NORTH (309),ARC XVI FORT WASHINGTON INC,108 WEST  146 STREET,NEW YORK,NY,10039,MANHATTAN,212-281-1349,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.821341,-73.936317,110,09,232,1060189,1020140036,Central Harlem North-Polo Grounds,POINT (-73.936317 40.821341)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6601,EDUCATIONAL ALLIANCE CO OP VILLAGE NORC (N66),THE EDUCATIONAL ALLIANCE INC,465 Grand Street,NEW YORK,NY,10002,MANHATTAN,646-395-4510,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.715133,-73.984031,103,01,1401,1004056,1003150070,Lower East Side,POINT (-73.984031 40.715133)
OLDER ADULT CENTER CONTRACTS,C5802,RAIN BOSTON ROAD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,2424 Boston Road,BRONX,NY,10467,BRONX,718547-8827,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.861733,-73.866616,211,13,330,2093401,2044310001,Bronxdale,POINT (-73.866616 40.861733)
HOMECARE SERVICES CONTRACTS,3HR01,NY FOUNDATION FOR SC HOME ATTENDANT - HOME CARE - MN (3HR),NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SERVI,11 PARK PLACE,NEW YORK,NY,10007,MANHATTAN,212-962-7559,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.712828,-74.008296,101,01,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008296 40.712828)
OLDER ADULT CENTER CONTRACTS,C1713,CCNS NEW AGE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,54 MacDonough Street,BROOKLYN,NY,11216,BROOKLYN,718-771-7945,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.680929,-73.944383,303,36,269,3053461,3018540025,Bedford,POINT (-73.944383 40.680929)
OLDER ADULT CENTER CONTRACTS,C1901,CENTRAL HARLEM KENNEDY (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,34 W 134th Street,NEW YORK,NY,10037,MANHATTAN,212-926-4871,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.812702,-73.939645,110,09,212,1083985,1017300016,Central Harlem North-Polo Grounds,POINT (-73.939645 40.812702)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5302,HAMILTON MADISON KNICKERBOCKER NORC (N53),HAMILTON MADISON HOUSE INC,36 MONROE STREET,NEW YORK,NY,10002,MANHATTAN,212-349-0616,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.711538,-73.994770,103,01,8,1091021,1002530001,Chinatown,POINT (-73.99477 40.711538)
